Customer ID,City,Category,Purchase Date,Quantity,Unit Price,Total Amount,Month
1103,Jeddah,Clothing,2024-01-31,8,41.39,331.12,2024-01
4923,Riyadh,Groceries,2024-02-01,4,485.88,1943.52,2024-02
1253,Khobar,Sports,2024-02-02,5,363.71,1818.55,2024-02
4298,Riyadh,Home,2024-02-03,8,175.13,1401.04,2024-02
4183,Jeddah,Clothing,2024-02-04,7,172.97,1210.79,2024-02
3557,Makkah,Electronics,2024-02-05,8,235.3,1882.4,2024-02
2496,Makkah,Clothing,2024-02-06,8,320.6,2564.8,2024-02
1098,Makkah,Electronics,2024-02-07,6,90.26,541.56,2024-02
3200,Khobar,Clothing,2024-02-08,2,110.69,221.38,2024-02
2884,Dammam,Electronics,2024-02-09,6,432.53,2595.18,2024-02
3961,Dammam,Electronics,2024-02-10,1,143.0,143.0,2024-02
2919,Riyadh,Clothing,2024-02-11,1,202.49,202.49,2024-02
1877,Khobar,Clothing,2024-02-12,3,438.21,1314.63,2024-02
1337,Makkah,Electronics,2024-02-13,3,338.31,1014.93,2024-02
4777,Makkah,Sports,2024-02-14,5,184.02,920.1,2024-02
3869,Jeddah,Clothing,2024-02-15,1,348.18,348.18,2024-02
4234,Jeddah,Groceries,2024-02-16,6,29.45,176.7,2024-02
4791,Makkah,Home,2024-02-17,7,373.11,2611.77,2024-02
1956,Makkah,Electronics,2024-02-18,3,253.77,761.31,2024-02
2704,Khobar,Electronics,2024-02-19,4,410.33,1641.32,2024-02
1160,Dammam,Home,2024-02-20,3,478.23,1434.69,2024-02
2603,Jeddah,Sports,2024-02-21,1,464.38,464.38,2024-02
3848,Dammam,Home,2024-02-22,8,456.45,3651.6,2024-02
1397,Khobar,Clothing,2024-02-23,2,265.84,531.68,2024-02
2300,Makkah,Home,2024-02-24,1,192.87,192.87,2024-02
1815,Dammam,Electronics,2024-02-25,8,243.22,1945.76,2024-02
4987,Makkah,Home,2024-02-26,7,351.15,2458.05,2024-02
2527,Makkah,Groceries,2024-02-27,7,444.32,3110.24,2024-02
2919,Riyadh,Clothing,2024-02-28,4,119.35,477.4,2024-02
2415,Dammam,Home,2024-02-29,9,460.73,4146.57,2024-02
2158,Dammam,Electronics,2024-03-01,6,411.29,2467.74,2024-03
2218,Makkah,Clothing,2024-03-02,2,489.85,979.7,2024-03
1400,Khobar,Electronics,2024-03-03,1,442.52,442.52,2024-03
1639,Riyadh,Sports,2024-03-04,1,154.37,154.37,2024-03
4104,Makkah,Groceries,2024-03-05,9,70.86,637.74,2024-03
3735,Jeddah,Sports,2024-03-06,4,73.88,295.52,2024-03
1459,Jeddah,Groceries,2024-03-07,5,159.79,798.95,2024-03
1954,Riyadh,Home,2024-03-08,3,314.81,944.43,2024-03
4954,Khobar,Clothing,2024-03-09,4,406.07,1624.28,2024-03
1469,Makkah,Home,2024-03-10,8,451.64,3613.12,2024-03
4446,Dammam,Groceries,2024-03-11,4,319.4,1277.6,2024-03
2045,Riyadh,Groceries,2024-03-12,9,22.7,204.3,2024-03
3797,Khobar,Groceries,2024-03-13,9,109.43,984.87,2024-03
2693,Dammam,Electronics,2024-03-14,6,67.87,407.22,2024-03
3085,Jeddah,Clothing,2024-03-15,2,194.4,388.8,2024-03
3277,Jeddah,Home,2024-03-16,7,260.65,1824.55,2024-03
4436,Dammam,Home,2024-03-17,9,40.83,367.47,2024-03
1562,Riyadh,Sports,2024-03-18,6,187.27,1123.62,2024-03
3485,Jeddah,Groceries,2024-03-19,3,106.01,318.03,2024-03
2799,Makkah,Groceries,2024-03-20,7,330.59,2314.13,2024-03
4354,Dammam,Groceries,2024-03-21,5,242.85,1214.25,2024-03
3074,Dammam,Home,2024-03-22,1,257.75,257.75,2024-03
1225,Jeddah,Sports,2024-03-23,3,225.29,675.87,2024-03
4348,Riyadh,Electronics,2024-03-24,5,478.89,2394.45,2024-03
1797,Makkah,Clothing,2024-03-25,7,123.07,861.49,2024-03
4680,Riyadh,Electronics,2024-03-26,3,268.0,804.0,2024-03
3331,Khobar,Home,2024-03-27,6,373.29,2239.74,2024-03
3926,Khobar,Groceries,2024-03-28,5,287.29,1436.45,2024-03
1959,Jeddah,Clothing,2024-03-29,1,465.93,465.93,2024-03
2504,Jeddah,Home,2024-03-30,6,201.42,1208.52,2024-03
1452,Jeddah,Home,2024-03-31,8,242.56,1940.48,2024-03
4067,Khobar,Home,2024-04-01,1,62.49,62.49,2024-04
4900,Riyadh,Clothing,2024-04-02,2,312.32,624.64,2024-04
1815,Riyadh,Clothing,2024-04-03,4,158.34,633.36,2024-04
1658,Jeddah,Sports,2024-04-04,2,96.95,193.9,2024-04
4587,Makkah,Sports,2024-04-05,9,281.38,2532.42,2024-04
1546,Riyadh,Electronics,2024-04-06,8,275.51,2204.08,2024-04
2215,Khobar,Clothing,2024-04-07,8,56.42,451.36,2024-04
4120,Dammam,Clothing,2024-04-08,4,355.14,1420.56,2024-04
4583,Dammam,Clothing,2024-04-09,5,319.41,1597.05,2024-04
1016,Dammam,Sports,2024-04-10,4,110.73,442.92,2024-04
4243,Makkah,Home,2024-04-11,9,245.33,2207.97,2024-04
2243,Jeddah,Groceries,2024-04-12,2,365.75,731.5,2024-04
3205,Khobar,Sports,2024-04-13,8,274.13,2193.04,2024-04
3524,Makkah,Clothing,2024-04-14,2,209.83,419.66,2024-04
2069,Khobar,Sports,2024-04-15,1,174.72,174.72,2024-04
4444,Khobar,Electronics,2024-04-16,3,312.99,938.97,2024-04
3565,Jeddah,Clothing,2024-04-17,9,470.77,4236.93,2024-04
3146,Dammam,Electronics,2024-04-18,3,342.44,1027.32,2024-04
4963,Jeddah,Clothing,2024-04-19,9,55.88,502.92,2024-04
2768,Makkah,Sports,2024-04-20,7,241.13,1687.91,2024-04
2060,Makkah,Home,2024-04-21,1,447.6,447.6,2024-04
3327,Makkah,Groceries,2024-04-22,5,65.34,326.7,2024-04
4420,Jeddah,Electronics,2024-04-23,9,494.66,4451.94,2024-04
3544,Khobar,Sports,2024-04-24,3,475.55,1426.65,2024-04
1301,Khobar,Home,2024-04-25,9,57.57,518.13,2024-04
1180,Riyadh,Sports,2024-04-26,5,468.04,2340.2,2024-04
1606,Makkah,Electronics,2024-04-27,9,194.3,1748.7,2024-04
4170,Khobar,Groceries,2024-04-28,6,425.46,2552.76,2024-04
1699,Riyadh,Sports,2024-04-29,9,220.82,1987.38,2024-04
1992,Khobar,Clothing,2024-04-30,7,231.61,1621.27,2024-04
2139,Makkah,Home,2024-05-01,7,324.44,2271.08,2024-05
1190,Dammam,Sports,2024-05-02,8,391.75,3134.0,2024-05
3300,Makkah,Home,2024-05-03,7,36.22,253.54,2024-05
1980,Jeddah,Clothing,2024-05-04,9,304.71,2742.39,2024-05
3975,Khobar,Groceries,2024-05-05,9,109.63,986.67,2024-05
3006,Khobar,Groceries,2024-05-06,6,186.06,1116.36,2024-05
2184,Jeddah,Clothing,2024-05-07,7,187.02,1309.14,2024-05
4327,Jeddah,Home,2024-05-08,2,245.15,490.3,2024-05
4394,Dammam,Sports,2024-05-09,9,180.39,1623.51,2024-05
1127,Khobar,Clothing,2024-05-10,1,71.53,71.53,2024-05
3065,Khobar,Electronics,2024-05-11,1,89.9,89.9,2024-05
2816,Dammam,Home,2024-05-12,3,36.05,108.15,2024-05
2758,Riyadh,Groceries,2024-05-13,6,245.72,1474.32,2024-05
3613,Dammam,Clothing,2024-05-14,5,478.13,2390.65,2024-05
1569,Makkah,Groceries,2024-05-15,2,75.52,151.04,2024-05
2346,Khobar,Home,2024-05-16,9,474.21,4267.89,2024-05
2895,Jeddah,Groceries,2024-05-17,4,372.01,1488.04,2024-05
3733,Makkah,Clothing,2024-05-18,4,326.0,1304.0,2024-05
4863,Khobar,Home,2024-05-19,5,329.73,1648.65,2024-05
1625,Dammam,Electronics,2024-05-20,8,416.83,3334.64,2024-05
4359,Makkah,Clothing,2024-05-21,4,71.32,285.28,2024-05
3901,Khobar,Sports,2024-05-22,5,262.28,1311.4,2024-05
2686,Riyadh,Clothing,2024-05-23,4,354.6,1418.4,2024-05
4009,Riyadh,Home,2024-05-24,6,301.67,1810.02,2024-05
4710,Jeddah,Clothing,2024-05-25,3,419.73,1259.19,2024-05
1154,Khobar,Electronics,2024-05-26,8,54.69,437.52,2024-05
3537,Riyadh,Electronics,2024-05-27,6,351.54,2109.24,2024-05
2409,Dammam,Sports,2024-05-28,5,276.33,1381.65,2024-05
1784,Khobar,Groceries,2024-05-29,2,202.0,404.0,2024-05
4175,Dammam,Home,2024-05-30,7,183.33,1283.31,2024-05
4464,Dammam,Home,2024-05-31,2,318.0,636.0,2024-05
4882,Riyadh,Groceries,2024-06-01,1,447.68,447.68,2024-06
1245,Khobar,Electronics,2024-06-02,7,258.16,1807.12,2024-06
4247,Makkah,Electronics,2024-06-03,5,415.87,2079.35,2024-06
4110,Riyadh,Clothing,2024-06-04,1,213.04,213.04,2024-06
2500,Riyadh,Sports,2024-06-05,4,69.15,276.6,2024-06
2705,Khobar,Sports,2024-06-06,4,49.52,198.08,2024-06
3806,Khobar,Sports,2024-06-07,7,44.64,312.48,2024-06
1537,Dammam,Clothing,2024-06-08,9,202.47,1822.23,2024-06
2890,Khobar,Sports,2024-06-09,2,181.87,363.74,2024-06
2841,Dammam,Groceries,2024-06-10,1,364.61,364.61,2024-06
1920,Riyadh,Clothing,2024-06-11,2,376.55,753.1,2024-06
3455,Jeddah,Groceries,2024-06-12,7,44.41,310.87,2024-06
1524,Makkah,Clothing,2024-06-13,6,126.14,756.84,2024-06
3875,Riyadh,Sports,2024-06-14,4,151.65,606.6,2024-06
2529,Khobar,Groceries,2024-06-15,1,282.85,282.85,2024-06
3950,Makkah,Groceries,2024-06-16,1,89.37,89.37,2024-06
4896,Jeddah,Groceries,2024-06-17,5,84.29,421.45,2024-06
1035,Jeddah,Clothing,2024-06-18,1,473.02,473.02,2024-06
1684,Dammam,Home,2024-06-19,7,406.02,2842.14,2024-06
1019,Makkah,Sports,2024-06-20,1,106.71,106.71,2024-06
3368,Dammam,Groceries,2024-06-21,1,215.15,215.15,2024-06
4847,Riyadh,Home,2024-06-22,2,190.7,381.4,2024-06
3559,Makkah,Sports,2024-06-23,3,399.68,1199.04,2024-06
1399,Riyadh,Sports,2024-06-24,1,264.9,264.9,2024-06
3701,Dammam,Groceries,2024-06-25,9,81.37,732.33,2024-06
1971,Makkah,Groceries,2024-06-26,8,374.72,2997.76,2024-06
2906,Dammam,Clothing,2024-06-27,5,210.51,1052.55,2024-06
3518,Makkah,Home,2024-06-28,2,146.2,292.4,2024-06
2166,Dammam,Home,2024-06-29,5,200.24,1001.2,2024-06
2115,Jeddah,Groceries,2024-06-30,6,258.92,1553.52,2024-06
4425,Dammam,Sports,2024-07-01,1,184.7,184.7,2024-07
1833,Jeddah,Groceries,2024-07-02,4,136.11,544.44,2024-07
2823,Dammam,Sports,2024-07-03,9,211.28,1901.52,2024-07
3774,Makkah,Sports,2024-07-04,2,29.2,58.4,2024-07
2982,Makkah,Groceries,2024-07-05,5,390.8,1954.0,2024-07
1853,Makkah,Electronics,2024-07-06,1,102.05,102.05,2024-07
1050,Khobar,Home,2024-07-07,4,41.07,164.28,2024-07
4736,Riyadh,Sports,2024-07-08,4,333.78,1335.12,2024-07
4769,Makkah,Sports,2024-07-09,6,391.49,2348.94,2024-07
1574,Jeddah,Electronics,2024-07-10,9,410.64,3695.76,2024-07
4261,Makkah,Clothing,2024-07-11,3,256.88,770.64,2024-07
2148,Khobar,Electronics,2024-07-12,9,118.58,1067.22,2024-07
3197,Jeddah,Electronics,2024-07-13,6,373.87,2243.22,2024-07
3361,Khobar,Sports,2024-07-14,7,355.86,2491.02,2024-07
3617,Jeddah,Home,2024-07-15,2,138.21,276.42,2024-07
4413,Dammam,Electronics,2024-07-16,6,453.64,2721.84,2024-07
3352,Riyadh,Clothing,2024-07-17,6,70.1,420.6,2024-07
2715,Riyadh,Groceries,2024-07-18,2,491.69,983.38,2024-07
1681,Khobar,Electronics,2024-07-19,2,432.92,865.84,2024-07
1837,Riyadh,Electronics,2024-07-20,2,350.19,700.38,2024-07
4854,Khobar,Clothing,2024-07-21,1,470.6,470.6,2024-07
2077,Khobar,Home,2024-07-22,5,366.71,1833.55,2024-07
4050,Khobar,Electronics,2024-07-23,8,111.42,891.36,2024-07
3491,Riyadh,Electronics,2024-07-24,2,232.23,464.46,2024-07
3660,Khobar,Home,2024-07-25,5,54.32,271.6,2024-07
4040,Riyadh,Clothing,2024-07-26,8,207.04,1656.32,2024-07
3311,Khobar,Electronics,2024-07-27,5,375.97,1879.85,2024-07
4124,Makkah,Home,2024-07-28,2,205.49,410.98,2024-07
2595,Khobar,Electronics,2024-07-29,3,178.54,535.62,2024-07
4051,Jeddah,Groceries,2024-07-30,6,305.77,1834.62,2024-07
4691,Khobar,Sports,2024-07-31,5,438.66,2193.3,2024-07
1004,Dammam,Groceries,2024-08-01,4,42.84,171.36,2024-08
2126,Khobar,Electronics,2024-08-02,4,205.03,820.12,2024-08
2219,Jeddah,Clothing,2024-08-03,5,95.96,479.8,2024-08
1773,Jeddah,Sports,2024-08-04,2,353.77,707.54,2024-08
1876,Riyadh,Groceries,2024-08-05,9,70.75,636.75,2024-08
1991,Makkah,Home,2024-08-06,2,339.11,678.22,2024-08
3931,Khobar,Clothing,2024-08-07,2,157.37,314.74,2024-08
4421,Riyadh,Groceries,2024-08-08,9,115.48,1039.32,2024-08
1046,Makkah,Home,2024-08-09,3,469.45,1408.35,2024-08
3914,Khobar,Electronics,2024-08-10,7,28.89,202.23,2024-08
3870,Dammam,Home,2024-08-11,4,230.13,920.52,2024-08
3983,Khobar,Groceries,2024-08-12,6,30.38,182.28,2024-08
4891,Jeddah,Groceries,2024-08-13,4,252.12,1008.48,2024-08
3703,Jeddah,Electronics,2024-08-14,7,260.5,1823.5,2024-08
1268,Dammam,Home,2024-08-15,1,174.4,174.4,2024-08
1369,Riyadh,Home,2024-08-16,3,83.44,250.32,2024-08
1635,Makkah,Electronics,2024-08-17,3,200.67,602.01,2024-08
2129,Khobar,Home,2024-08-18,1,342.69,342.69,2024-08
2693,Jeddah,Electronics,2024-08-19,6,395.55,2373.3,2024-08
2682,Riyadh,Clothing,2024-08-20,9,274.76,2472.84,2024-08
1656,Dammam,Groceries,2024-08-21,8,303.12,2424.96,2024-08
1119,Jeddah,Clothing,2024-08-22,7,116.3,814.1,2024-08
1830,Dammam,Sports,2024-08-23,8,157.92,1263.36,2024-08
2810,Khobar,Sports,2024-08-24,6,97.71,586.26,2024-08
4675,Makkah,Sports,2024-08-25,9,139.66,1256.94,2024-08
2081,Jeddah,Electronics,2024-08-26,3,127.95,383.85,2024-08
2974,Jeddah,Home,2024-08-27,9,269.34,2424.06,2024-08
2369,Khobar,Clothing,2024-08-28,4,290.09,1160.36,2024-08
1740,Riyadh,Clothing,2024-08-29,7,473.57,3314.99,2024-08
4545,Makkah,Clothing,2024-08-30,9,113.87,1024.83,2024-08
1116,Jeddah,Clothing,2024-08-31,2,328.0,656.0,2024-08
2853,Makkah,Sports,2024-09-01,2,412.28,824.56,2024-09
3838,Jeddah,Clothing,2024-09-02,9,288.92,2600.28,2024-09
2150,Makkah,Home,2024-09-03,3,142.4,427.2,2024-09
4464,Dammam,Sports,2024-09-04,9,146.02,1314.18,2024-09
2931,Jeddah,Clothing,2024-09-05,5,38.84,194.2,2024-09
2012,Makkah,Electronics,2024-09-06,6,166.61,999.66,2024-09
2664,Riyadh,Groceries,2024-09-07,2,377.41,754.82,2024-09
2081,Dammam,Groceries,2024-09-08,8,42.81,342.48,2024-09
1633,Dammam,Groceries,2024-09-09,9,125.26,1127.34,2024-09
1512,Riyadh,Sports,2024-09-10,2,358.99,717.98,2024-09
4822,Makkah,Clothing,2024-09-11,6,395.67,2374.02,2024-09
3849,Khobar,Sports,2024-09-12,6,238.55,1431.3,2024-09
2119,Riyadh,Home,2024-09-13,8,355.08,2840.64,2024-09
4709,Makkah,Electronics,2024-09-14,5,206.22,1031.1,2024-09
2141,Riyadh,Electronics,2024-09-15,9,96.76,870.84,2024-09
1559,Riyadh,Groceries,2024-09-16,1,211.11,211.11,2024-09
4672,Jeddah,Groceries,2024-09-17,9,298.38,2685.42,2024-09
1487,Makkah,Groceries,2024-09-18,7,475.07,3325.49,2024-09
4308,Khobar,Clothing,2024-09-19,4,53.0,212.0,2024-09
4956,Jeddah,Home,2024-09-20,3,263.55,790.65,2024-09
1896,Riyadh,Home,2024-09-21,6,177.88,1067.28,2024-09
4343,Riyadh,Home,2024-09-22,1,263.99,263.99,2024-09
2212,Riyadh,Home,2024-09-23,3,31.51,94.53,2024-09
1703,Makkah,Groceries,2024-09-24,2,170.25,340.5,2024-09
2470,Makkah,Electronics,2024-09-25,9,413.54,3721.86,2024-09
1580,Jeddah,Groceries,2024-09-26,3,285.89,857.67,2024-09
3837,Khobar,Home,2024-09-27,2,236.28,472.56,2024-09
3908,Jeddah,Groceries,2024-09-28,4,157.05,628.2,2024-09
3294,Dammam,Home,2024-09-29,2,163.06,326.12,2024-09
4147,Riyadh,Sports,2024-09-30,1,203.89,203.89,2024-09
1153,Riyadh,Electronics,2024-10-01,6,421.07,2526.42,2024-10
2679,Riyadh,Sports,2024-10-02,8,484.26,3874.08,2024-10
4506,Jeddah,Clothing,2024-10-03,2,230.55,461.1,2024-10
1996,Jeddah,Groceries,2024-10-04,9,208.81,1879.29,2024-10
4157,Riyadh,Clothing,2024-10-05,3,426.34,1279.02,2024-10
3744,Jeddah,Groceries,2024-10-06,8,224.91,1799.28,2024-10
4356,Makkah,Sports,2024-10-07,8,284.97,2279.76,2024-10
2243,Makkah,Home,2024-10-08,3,130.85,392.55,2024-10
2092,Jeddah,Home,2024-10-09,3,376.88,1130.64,2024-10
4118,Riyadh,Groceries,2024-10-10,6,275.35,1652.1,2024-10
2008,Jeddah,Home,2024-10-11,1,408.34,408.34,2024-10
3141,Jeddah,Sports,2024-10-12,4,394.75,1579.0,2024-10
2773,Jeddah,Home,2024-10-13,1,123.2,123.2,2024-10
1957,Dammam,Sports,2024-10-14,3,363.51,1090.53,2024-10
4059,Makkah,Clothing,2024-10-15,9,404.03,3636.27,2024-10
1452,Khobar,Sports,2024-10-16,5,186.13,930.65,2024-10
2227,Khobar,Electronics,2024-10-17,5,102.85,514.25,2024-10
3959,Dammam,Electronics,2024-10-18,4,21.26,85.04,2024-10
3265,Jeddah,Electronics,2024-10-19,3,236.43,709.29,2024-10
3521,Dammam,Groceries,2024-10-20,5,189.17,945.85,2024-10
3479,Dammam,Groceries,2024-10-21,4,286.36,1145.44,2024-10
3388,Riyadh,Groceries,2024-10-22,8,110.26,882.08,2024-10
1550,Makkah,Sports,2024-10-23,4,432.64,1730.56,2024-10
2635,Khobar,Groceries,2024-10-24,8,143.72,1149.76,2024-10
2312,Jeddah,Clothing,2024-10-25,6,128.69,772.14,2024-10
4325,Khobar,Electronics,2024-10-26,5,250.74,1253.7,2024-10
2757,Khobar,Sports,2024-10-27,4,259.45,1037.8,2024-10
1356,Makkah,Electronics,2024-10-28,4,123.24,492.96,2024-10
3070,Khobar,Groceries,2024-10-29,4,150.49,601.96,2024-10
2785,Khobar,Sports,2024-10-30,9,101.46,913.14,2024-10
3569,Dammam,Home,2024-10-31,4,364.86,1459.44,2024-10
2781,Makkah,Clothing,2024-11-01,9,389.64,3506.76,2024-11
4908,Riyadh,Groceries,2024-11-02,6,241.92,1451.52,2024-11
4171,Jeddah,Groceries,2024-11-03,7,362.76,2539.32,2024-11
3849,Khobar,Clothing,2024-11-04,3,373.25,1119.75,2024-11
4251,Jeddah,Clothing,2024-11-05,8,86.37,690.96,2024-11
4294,Riyadh,Home,2024-11-06,3,483.77,1451.31,2024-11
4977,Jeddah,Groceries,2024-11-07,1,414.1,414.1,2024-11
3809,Riyadh,Groceries,2024-11-08,5,118.15,590.75,2024-11
4730,Dammam,Electronics,2024-11-09,2,109.36,218.72,2024-11
3489,Khobar,Sports,2024-11-10,6,80.32,481.92,2024-11
2631,Riyadh,Sports,2024-11-11,9,86.42,777.78,2024-11
3816,Jeddah,Electronics,2024-11-12,1,379.12,379.12,2024-11
2015,Khobar,Sports,2024-11-13,4,245.43,981.72,2024-11
2348,Dammam,Clothing,2024-11-14,1,395.81,395.81,2024-11
1515,Khobar,Sports,2024-11-15,1,378.2,378.2,2024-11
4087,Riyadh,Sports,2024-11-16,8,310.21,2481.68,2024-11
3839,Dammam,Electronics,2024-11-17,2,349.46,698.92,2024-11
1335,Jeddah,Home,2024-11-18,1,28.81,28.81,2024-11
2782,Dammam,Sports,2024-11-19,8,169.65,1357.2,2024-11
3305,Dammam,Sports,2024-11-20,4,326.15,1304.6,2024-11
1496,Makkah,Home,2024-11-21,3,24.49,73.47,2024-11
1895,Dammam,Electronics,2024-11-22,4,35.83,143.32,2024-11
3207,Dammam,Home,2024-11-23,5,428.91,2144.55,2024-11
4546,Khobar,Electronics,2024-11-24,1,348.33,348.33,2024-11
1851,Jeddah,Clothing,2024-11-25,1,147.38,147.38,2024-11
2687,Khobar,Electronics,2024-11-26,3,350.22,1050.66,2024-11
2931,Khobar,Clothing,2024-11-27,6,400.38,2402.28,2024-11
3737,Riyadh,Clothing,2024-11-28,1,167.26,167.26,2024-11
4746,Khobar,Electronics,2024-11-29,2,37.3,74.6,2024-11
3427,Makkah,Groceries,2024-11-30,7,467.73,3274.11,2024-11
2568,Makkah,Electronics,2024-12-01,1,185.69,185.69,2024-12
1956,Riyadh,Sports,2024-12-02,7,71.11,497.77,2024-12
3738,Jeddah,Sports,2024-12-03,4,256.09,1024.36,2024-12
4498,Jeddah,Groceries,2024-12-04,6,388.86,2333.16,2024-12
2636,Khobar,Clothing,2024-12-05,8,126.39,1011.12,2024-12
2291,Khobar,Groceries,2024-12-06,9,149.36,1344.24,2024-12
4906,Khobar,Sports,2024-12-07,6,136.5,819.0,2024-12
4648,Jeddah,Groceries,2024-12-08,9,496.0,4464.0,2024-12
2440,Dammam,Electronics,2024-12-09,4,114.75,459.0,2024-12
2191,Makkah,Groceries,2024-12-10,6,296.25,1777.5,2024-12
4913,Dammam,Clothing,2024-12-11,8,464.13,3713.04,2024-12
2066,Dammam,Electronics,2024-12-12,9,90.51,814.59,2024-12
4627,Jeddah,Home,2024-12-13,3,486.01,1458.03,2024-12
1284,Dammam,Sports,2024-12-14,2,474.79,949.58,2024-12
3444,Riyadh,Sports,2024-12-15,6,444.59,2667.54,2024-12
1011,Khobar,Groceries,2024-12-16,4,122.99,491.96,2024-12
2630,Riyadh,Electronics,2024-12-17,1,324.35,324.35,2024-12
4373,Makkah,Home,2024-12-18,8,385.23,3081.84,2024-12
4969,Khobar,Electronics,2024-12-19,9,493.29,4439.61,2024-12
4324,Dammam,Sports,2024-12-20,9,106.6,959.4,2024-12
3546,Makkah,Electronics,2024-12-21,2,387.69,775.38,2024-12
1753,Khobar,Home,2024-12-22,9,182.62,1643.58,2024-12
3082,Dammam,Groceries,2024-12-23,7,104.3,730.1,2024-12
3774,Riyadh,Clothing,2024-12-24,5,222.26,1111.3,2024-12
3896,Khobar,Electronics,2024-12-25,7,401.04,2807.28,2024-12
1089,Dammam,Clothing,2024-12-26,9,243.13,2188.17,2024-12
1775,Riyadh,Sports,2024-12-27,8,278.01,2224.08,2024-12
3652,Makkah,Groceries,2024-12-28,6,497.68,2986.08,2024-12
4993,Makkah,Groceries,2024-12-29,4,211.57,846.28,2024-12
4017,Makkah,Electronics,2024-12-30,1,315.39,315.39,2024-12
2625,Makkah,Groceries,2024-12-31,6,195.32,1171.92,2024-12
4069,Jeddah,Electronics,2025-01-01,3,208.54,625.62,2025-01
1417,Khobar,Electronics,2025-01-02,6,353.91,2123.46,2025-01
1114,Khobar,Clothing,2025-01-03,6,470.19,2821.14,2025-01
1616,Jeddah,Groceries,2025-01-04,4,280.33,1121.32,2025-01
4974,Dammam,Electronics,2025-01-05,2,388.83,777.66,2025-01
4267,Dammam,Clothing,2025-01-06,9,62.82,565.38,2025-01
1825,Makkah,Home,2025-01-07,2,121.36,242.72,2025-01
4572,Riyadh,Clothing,2025-01-08,3,261.02,783.06,2025-01
2649,Dammam,Clothing,2025-01-09,1,29.61,29.61,2025-01
2516,Riyadh,Electronics,2025-01-10,7,141.37,989.59,2025-01
4146,Khobar,Sports,2025-01-11,1,268.35,268.35,2025-01
1412,Riyadh,Sports,2025-01-12,9,27.18,244.62,2025-01
4447,Khobar,Sports,2025-01-13,1,146.98,146.98,2025-01
4491,Jeddah,Clothing,2025-01-14,5,266.73,1333.65,2025-01
1728,Jeddah,Electronics,2025-01-15,7,295.11,2065.77,2025-01
4348,Makkah,Groceries,2025-01-16,3,464.36,1393.08,2025-01
4068,Dammam,Clothing,2025-01-17,9,329.77,2967.93,2025-01
3808,Makkah,Clothing,2025-01-18,8,219.07,1752.56,2025-01
1675,Khobar,Electronics,2025-01-19,3,466.57,1399.71,2025-01
4465,Makkah,Home,2025-01-20,5,396.74,1983.7,2025-01
2892,Riyadh,Clothing,2025-01-21,7,116.0,812.0,2025-01
3504,Khobar,Home,2025-01-22,4,82.8,331.2,2025-01
3967,Jeddah,Home,2025-01-23,5,344.39,1721.95,2025-01
3239,Dammam,Sports,2025-01-24,3,288.74,866.22,2025-01
3786,Khobar,Electronics,2025-01-25,9,399.04,3591.36,2025-01
4760,Khobar,Home,2025-01-26,9,374.63,3371.67,2025-01
2122,Riyadh,Electronics,2025-01-27,7,320.1,2240.7,2025-01
2571,Dammam,Sports,2025-01-28,2,493.46,986.92,2025-01
1977,Jeddah,Electronics,2025-01-29,7,276.12,1932.84,2025-01
2008,Khobar,Clothing,2025-01-30,7,74.29,520.03,2025-01
3143,Khobar,Home,2025-01-31,5,417.57,2087.85,2025-01
2687,Riyadh,Electronics,2025-02-01,9,140.89,1268.01,2025-02
3710,Makkah,Groceries,2025-02-02,3,393.11,1179.33,2025-02
4261,Jeddah,Electronics,2025-02-03,4,479.41,1917.64,2025-02
4807,Dammam,Home,2025-02-04,1,354.46,354.46,2025-02
1036,Khobar,Sports,2025-02-05,6,306.09,1836.54,2025-02
4851,Khobar,Sports,2025-02-06,4,240.99,963.96,2025-02
4440,Jeddah,Home,2025-02-07,1,194.92,194.92,2025-02
4766,Makkah,Clothing,2025-02-08,2,189.44,378.88,2025-02
2548,Khobar,Clothing,2025-02-09,3,325.46,976.38,2025-02
3326,Jeddah,Sports,2025-02-10,9,380.61,3425.49,2025-02
3264,Riyadh,Sports,2025-02-11,8,345.69,2765.52,2025-02
3914,Makkah,Home,2025-02-12,7,115.24,806.68,2025-02
1872,Dammam,Clothing,2025-02-13,4,257.11,1028.44,2025-02
2821,Khobar,Sports,2025-02-14,1,399.99,399.99,2025-02
2296,Jeddah,Clothing,2025-02-15,8,248.34,1986.72,2025-02
4952,Riyadh,Sports,2025-02-16,4,277.58,1110.32,2025-02
3109,Dammam,Electronics,2025-02-17,3,390.15,1170.45,2025-02
1595,Jeddah,Groceries,2025-02-18,9,337.41,3036.69,2025-02
2903,Jeddah,Electronics,2025-02-19,4,216.49,865.96,2025-02
1728,Dammam,Sports,2025-02-20,4,449.8,1799.2,2025-02
2365,Riyadh,Groceries,2025-02-21,9,98.03,882.27,2025-02
1396,Riyadh,Groceries,2025-02-22,2,497.85,995.7,2025-02
1698,Makkah,Sports,2025-02-23,5,77.05,385.25,2025-02
4090,Khobar,Sports,2025-02-24,4,27.18,108.72,2025-02
3224,Dammam,Clothing,2025-02-25,9,447.21,4024.89,2025-02
2635,Dammam,Sports,2025-02-26,5,137.58,687.9,2025-02
1395,Dammam,Home,2025-02-27,9,370.26,3332.34,2025-02
3492,Riyadh,Sports,2025-02-28,9,409.29,3683.61,2025-02
